"","node1","node2","score"
"1526","CXCL2","CXCL6",0.998
"1527","CXCL2","IER3",0.525
"1528","CXCL2","CXCL5",0.998
"1529","CXCL2","MMP3",0.424
"1530","CXCL2","MMP1",0.451
"1531","CXCL2","CXCL9",0.997
"1532","CXCL2","PLAU",0.593
"1533","CXCL2","MMP12",0.403
"1534","CXCL5","CXCL6",0.942
"1535","CXCL5","GDF15",0.545
"1536","CXCL5","MMP7",0.436
"1537","CXCL5","IL11",0.682
"1538","CXCL5","MMP10",0.404
"1539","CXCL5","IL24",0.446
"1540","CXCL5","MMP12",0.469
"1541","CXCL5","CXCL9",0.693
"1542","CXCL5","MMP3",0.696
"1543","CXCL5","MMP1",0.729
"1544","CXCL6","ITGA2",0.411
"1545","CXCL6","MMP1",0.429
"1546","CXCL6","IL24",0.45
"1547","CXCL6","MYC",0.473
"1548","CXCL6","MMP3",0.611
"1549","CXCL6","CXCL9",0.66
"1550","CXCL9","GZMB",0.728
"1551","CXCL9","MMP3",0.632
"1552","CXCL9","MMP1",0.611
"1553","CXCL9","MMP12",0.506
"1554","DCUN1D5","DTL",0.542
"1555","DDIT4","SLC7A5",0.405
"1556","DDIT4","MYC",0.421
"1557","DDIT4","PLAU",0.461
"1558","DDIT4","SLC2A1",0.505
"1559","DDIT4","TRIB3",0.546
"1560","DDX21","FBL",0.874
"1561","DDX21","WDR12",0.839
"1562","DDX21","RRS1",0.842
"1563","DDX21","LYAR",0.527
"1564","DDX21","PUS7",0.455
"1565","DDX21","MYC",0.552
"1566","DDX21","TOP2A",0.576
"1567","DDX21","POLR1C",0.697
"1568","DDX21","SRPK1",0.827
"1569","DDX21","DKC1",0.887
"1570","DHCR7","TMEM97",0.409
"1571","DHCR7","STC2",0.441
"1572","DHCR7","SQLE",0.983
"1573","DHCR7","PCSK9",0.421
"1574","DHCR7","FASN",0.757
"1575","DHCR7","LMNB2",0.523
"1576","DHCR7","UBE2C",0.408
"1577","DHCR7","SCD",0.663
"1578","DKC1","RNASEH2A",0.41
"1579","DKC1","FBL",0.999
"1580","DKC1","WDR12",0.947
"1581","DKC1","MCM7",0.506
"1582","DKC1","RRS1",0.804
"1583","DKC1","LYAR",0.626
"1584","DKC1","EXO1",0.485
"1585","DKC1","PAICS",0.449
"1586","DKC1","RPS15",0.468
"1587","DKC1","RANBP1",0.474
"1588","DKC1","TOP2A",0.55
"1589","DKC1","RPP40",0.609
"1590","DKC1","WDR4",0.646
"1591","DKC1","MYC",0.685
"1592","DKC1","POLR1C",0.81
"1593","DKC1","PUS7",0.832
"1594","DKC1","SNRPB",0.849
"1595","DKC1","PUS1",0.963
"1596","DNMT1","MCM4",0.456
"1597","DNMT1","MCM2",0.41
"1598","DNMT1","PCLAF",0.486
"1599","DNMT1","MCM7",0.65
"1600","DNMT1","PRKDC",0.404
"1601","DNMT1","TYMS",0.481
"1602","DNMT1","TEAD4",0.432
"1603","DNMT1","TOP2A",0.447
"1604","DNMT1","RFC4",0.489
"1605","DNMT1","E2F5",0.495
"1606","DNMT1","MCM3",0.7
"1607","DNMT1","MYC",0.837
"1608","DNMT1","UHRF1",0.999
"1609","DNTTIP1","UBE2C",0.462
"1610","DPM1","PCSK9",0.413
"1611","DPM1","TTF2",0.635
"1612","DTL","TRIP13",0.546
"1613","DTL","RAD51AP1",0.602
"1614","DTL","KIF11",0.85
"1615","DTL","MCM4",0.707
"1616","DTL","POLQ",0.527
"1617","DTL","MCM2",0.772
"1618","DTL","MAD2L1",0.472
"1619","DTL","MELK",0.842
"1620","DTL","PCLAF",0.794
"1621","DTL","TPX2",0.676
"1622","DTL","MCM7",0.543
"1623","DTL","TYMS",0.713
"1624","DTL","KIF15",0.807
"1625","DTL","UBE2C",0.567
"1626","DTL","EXO1",0.901
"1627","DTL","TIMELESS",0.42
"1628","DTL","STIL",0.452
"1629","DTL","PTTG1",0.508
"1630","DTL","RAD54L",0.516
"1631","DTL","TK1",0.516
"1632","DTL","KIF2C",0.571
"1633","DTL","PRC1",0.624
"1634","DTL","KIF20A",0.646
"1635","DTL","MCM3",0.677
"1636","DTL","HMMR",0.682
"1637","DTL","KIF4A",0.728
"1638","DTL","RFC4",0.763
"1639","DTL","UHRF1",0.786
"1640","DTL","TTK",0.787
"1641","DTL","UBE2T",0.812
"1642","DTL","TOP2A",0.822
"1643","DTL","NUSAP1",0.834
"1644","DTL","PBK",0.873
"1645","DUSP4","ETV4",0.464
"1646","DUSP4","PHLDA1",0.536
"1647","E2F5","TFDP1",0.999
"1648","E2F5","TOP2A",0.599
"1649","E2F5","MYC",0.822
"1650","ENC1","PLAGL2",0.509
"1651","EPHB3","SOX9",0.416
"1652","EPSTI1","IFITM1",0.52
"1653","ETV4","MMP7",0.401
"1654","ETV4","ITGA2",0.424
"1655","ETV4","MYC",0.434
"1656","EVPL","PLEK2",0.46
"1657","EXO1","TRIP13",0.861
"1658","EXO1","RNASEH2A",0.826
"1659","EXO1","RAD51AP1",0.928
"1660","EXO1","KIF11",0.772
"1661","EXO1","MCM4",0.896
"1662","EXO1","POLQ",0.805
"1663","EXO1","MCM2",0.786
"1664","EXO1","MAD2L1",0.8
"1665","EXO1","MELK",0.9
"1666","EXO1","PCLAF",0.652
"1667","EXO1","TPX2",0.807
"1668","EXO1","MCM7",0.82
"1669","EXO1","PRKDC",0.777
"1670","EXO1","TYMS",0.701
"1671","EXO1","KIF15",0.73
"1672","EXO1","TACC3",0.673
"1673","EXO1","UBE2C",0.695
"1674","EXO1","STIL",0.411
"1675","EXO1","PTTG1",0.543
"1676","EXO1","UHRF1",0.549
"1677","EXO1","PAICS",0.569
"1678","EXO1","PRC1",0.583
"1679","EXO1","HMMR",0.595
"1680","EXO1","MYC",0.624
"1681","EXO1","TK1",0.657
"1682","EXO1","KIF20A",0.664
"1683","EXO1","KIF4A",0.666
"1684","EXO1","UBE2T",0.669
"1685","EXO1","MCM3",0.736
"1686","EXO1","TIMELESS",0.74
"1687","EXO1","NUSAP1",0.742
"1688","EXO1","KIF2C",0.764
"1689","EXO1","PBK",0.773
"1690","EXO1","TOP2A",0.797
"1691","EXO1","RAD54L",0.832
"1692","EXO1","TTK",0.896
"1693","EXO1","RFC4",0.955
"1694","EXOSC5","RPP40",0.404
"1695","EXOSC5","LYAR",0.426
"1696","EXOSC5","RNASEH2A",0.471
"1697","EXOSC5","WDR12",0.479
"1698","EXOSC5","TYMS",0.641
"1699","EXOSC5","RPS7",0.699
"1700","EXOSC5","FBL",0.789
"1701","F12","PLAU",0.629
"1702","FASN","SQLE",0.73
"1703","FASN","GPT2",0.43
"1704","FASN","SHMT2",0.44
"1705","FASN","NPY",0.457
"1706","FASN","MYC",0.508
"1707","FASN","SLC2A1",0.574
"1708","FASN","MLXIPL",0.813
"1709","FASN","SCD",0.96
"1710","FBL","SNRPF",0.417
"1711","FBL","PAICS",0.437
"1712","FBL","LMNB2",0.437
"1713","FBL","IMPDH1",0.454
"1714","FBL","TOP2A",0.456
"1715","FBL","WDR4",0.49
"1716","FBL","PUS7",0.514
"1717","FBL","PUS1",0.526
"1718","FBL","RPS15",0.574
"1719","FBL","RANBP1",0.587
"1720","FBL","PRKDC",0.597
"1721","FBL","LYAR",0.599
"1722","FBL","MYC",0.618
"1723","FBL","RPP40",0.646
"1724","FBL","IMPDH2",0.691
"1725","FBL","SNRPB",0.701
"1726","FBL","POLR1C",0.816
"1727","FBL","RRS1",0.836
"1728","FBL","WDR12",0.85
"1729","FBL","RPS7",0.992
"1730","FOXA2","SALL4",0.402
"1731","FOXA2","SOX9",0.664
"1732","FOXA2","TEAD4",0.647
"1733","FOXA2","PROX1",0.494
"1734","FOXA2","TGIF2",0.419
"1735","FOXA2","ZIC2",0.753
"1736","FOXA2","MSX1",0.552
"1737","FOXA2","MYC",0.517
"1738","FOXQ1","NCOA7",0.412
"1739","GDF15","TRIB3",0.475
"1740","GDF15","IER3",0.488
"1741","GDF15","TNFRSF12A",0.491
"1742","GDF15","MMP12",0.522
"1743","GGH","UBE2T",0.436
"1744","GGH","SHMT2",0.519
"1745","GGH","TYMS",0.708
"1746","GNG4","NMU",0.609
"1747","GPT2","ODC1",0.524
"1748","GPT2","SQLE",0.41
"1749","GPT2","SHMT2",0.496
"1750","GPT2","PSAT1",0.724
"1751","GZMB","ITGA2",0.427
"1752","GZMB","MYC",0.446
"1753","GZMB","LMNB2",0.911
"1754","HMGB2","MCM7",0.41
"1755","HMGB2","TOP2A",0.512
"1756","HMMR","TRIP13",0.763
"1757","HMMR","RAD51AP1",0.852
"1758","HMMR","TROAP",0.555
"1759","HMMR","KIF11",0.928
"1760","HMMR","MCM4",0.56
"1761","HMMR","POLQ",0.458
"1762","HMMR","MAD2L1",0.801
"1763","HMMR","MELK",0.884
"1764","HMMR","PCLAF",0.754
"1765","HMMR","TPX2",0.979
"1766","HMMR","TYMS",0.664
"1767","HMMR","KIF15",0.901
"1768","HMMR","TACC3",0.527
"1769","HMMR","UBE2C",0.896
"1770","HMMR","TTK",0.881
"1771","HMMR","STIL",0.44
"1772","HMMR","RAD54L",0.532
"1773","HMMR","KIF2C",0.868
"1774","HMMR","KIF4A",0.877
"1775","HMMR","RFC4",0.468
"1776","HMMR","UHRF1",0.474
"1777","HMMR","TK1",0.557
"1778","HMMR","UBE2T",0.579
"1779","HMMR","PRC1",0.833
"1780","HMMR","PTTG1",0.861
"1781","HMMR","PBK",0.893
"1782","HMMR","NUSAP1",0.896
"1783","HMMR","TOP2A",0.902
"1784","HMMR","KIF20A",0.909
"1785","HOXB8","ZIC2",0.403
"1786","HSPD1","HSPE1",0.999
"1787","HSPD1","TRAP1",0.754
"1788","HSPD1","SHMT2",0.598
"1789","HSPD1","MYC",0.438
"1790","HSPD1","PAICS",0.524
"1791","HSPD1","PPA1",0.578
"1792","HSPD1","HSPH1",0.799
"1793","HSPE1","TOP2A",0.404
"1794","HSPE1","TYMS",0.406
"1795","HSPE1","RPS21",0.408
"1796","HSPE1","POLR1C",0.412
"1797","HSPE1","PRDX4",0.448
"1798","HSPE1","PAICS",0.458
"1799","HSPE1","SNRPF",0.467
"1800","HSPE1","PPA1",0.582
"1801","HSPE1","SHMT2",0.635
"1802","HSPE1","TRAP1",0.828
"1803","HSPE1","HSPH1",0.87
"1804","HSPH1","TRAP1",0.602
"1805","HSPH1","RPS15",0.411
"1806","HSPH1","MYC",0.534
"1807","IER3","TNFRSF12A",0.535
"1808","IER3","PHLDA1",0.688
"1809","IL11","S100P",0.428
"1810","IL11","TNFRSF11B",0.484
"1811","IL11","MMP3",0.494
"1812","IL11","MMP1",0.5
"1813","IL11","IL24",0.538
"1814","IMPDH1","PPAT",0.794
"1815","IMPDH1","TYMS",0.523
"1816","IMPDH1","IMPDH2",0.984
"1817","IMPDH1","SHMT2",0.459
"1818","IMPDH1","TK1",0.403
"1819","IMPDH1","PAICS",0.564
"1820","IMPDH2","PPAT",0.839
"1821","IMPDH2","TYMS",0.572
"1822","IMPDH2","TOP2A",0.433
"1823","IMPDH2","MTHFD2",0.466
"1824","IMPDH2","MYC",0.515
"1825","IMPDH2","SHMT2",0.643
"1826","IMPDH2","PAICS",0.744
"1827","IQGAP3","TROAP",0.595
"1828","IQGAP3","KIF11",0.658
"1829","IQGAP3","RTKN",0.411
"1830","IQGAP3","TPX2",0.45
"1831","IQGAP3","KIF15",0.417
"1832","IQGAP3","UBE2C",0.561
"1833","IQGAP3","PLEKHG4",0.432
"1834","IQGAP3","PBK",0.475
"1835","IQGAP3","NUSAP1",0.512
"1836","IQGAP3","TTK",0.515
"1837","IQGAP3","PRC1",0.596
"1838","IQGAP3","KIF4A",0.639
"1839","IQGAP3","TOP2A",0.66
"1840","IQGAP3","KIF2C",0.695
"1841","IQGAP3","KIF20A",0.773
"1842","ITGA2","MET",0.728
"1843","ITGA2","MMP1",0.813
"1844","KCNN4","SLC12A2",0.463
"1845","KIF11","TRIP13",0.789
"1846","KIF11","RAD51AP1",0.864
"1847","KIF11","TROAP",0.598
"1848","KIF11","MYC",0.402
"1849","KIF11","LMNB2",0.478
"1850","KIF11","POLQ",0.517
"1851","KIF11","UBE2T",0.519
"1852","KIF11","TIMELESS",0.558
"1853","KIF11","RFC4",0.56
"1854","KIF11","RAD54L",0.657
"1855","KIF11","UHRF1",0.708
"1856","KIF11","TYMS",0.726
"1857","KIF11","MCM7",0.745
"1858","KIF11","TK1",0.761
"1859","KIF11","MCM3",0.846
"1860","KIF11","MCM2",0.848
"1861","KIF11","TACC3",0.851
"1862","KIF11","PCLAF",0.857
"1863","KIF11","STIL",0.858
"1864","KIF11","PTTG1",0.859
"1865","KIF11","MCM4",0.874
"1866","KIF11","UBE2C",0.916
"1867","KIF11","MELK",0.941
"1868","KIF11","KIF4A",0.952
"1869","KIF11","PBK",0.955
"1870","KIF11","TPX2",0.965
"1871","KIF11","KIF2C",0.968
"1872","KIF11","PRC1",0.972
"1873","KIF11","MAD2L1",0.973
"1874","KIF11","NUSAP1",0.974
"1875","KIF11","TOP2A",0.975
"1876","KIF11","KIF20A",0.98
"1877","KIF11","KIF15",0.983
"1878","KIF11","TTK",0.984
"1879","KIF15","TRIP13",0.596
"1880","KIF15","RAD51AP1",0.765
"1881","KIF15","TROAP",0.7
"1882","KIF15","MCM4",0.488
"1883","KIF15","POLQ",0.656
"1884","KIF15","MCM2",0.47
"1885","KIF15","MAD2L1",0.654
"1886","KIF15","MELK",0.868
"1887","KIF15","PCLAF",0.797
"1888","KIF15","TPX2",0.948
"1889","KIF15","TYMS",0.509
"1890","KIF15","MCM3",0.443
"1891","KIF15","TACC3",0.457
"1892","KIF15","LMNB2",0.521
"1893","KIF15","RFC4",0.543
"1894","KIF15","UHRF1",0.551
"1895","KIF15","STIL",0.552
"1896","KIF15","UBE2T",0.564
"1897","KIF15","RAD54L",0.703
"1898","KIF15","PTTG1",0.746
"1899","KIF15","PRC1",0.782
"1900","KIF15","UBE2C",0.844
"1901","KIF15","PBK",0.873
"1902","KIF15","KIF4A",0.917
"1903","KIF15","NUSAP1",0.926
"1904","KIF15","KIF20A",0.942
"1905","KIF15","KIF2C",0.945
"1906","KIF15","TOP2A",0.955
"1907","KIF15","TTK",0.961
"1908","KIF20A","TRIP13",0.913
"1909","KIF20A","RAD51AP1",0.783
"1910","KIF20A","TROAP",0.831
"1911","KIF20A","MCM4",0.824
"1912","KIF20A","MCM2",0.578
"1913","KIF20A","MAD2L1",0.913
"1914","KIF20A","MELK",0.929
"1915","KIF20A","PCLAF",0.826
"1916","KIF20A","TPX2",0.972
"1917","KIF20A","MCM7",0.552
"1918","KIF20A","PRKDC",0.424
"1919","KIF20A","TYMS",0.682
"1920","KIF20A","TACC3",0.787
"1921","KIF20A","LMNB2",0.512
"1922","KIF20A","UBE2C",0.961
"1923","KIF20A","TTK",0.923
"1924","KIF20A","STIL",0.528
"1925","KIF20A","RAD54L",0.662
"1926","KIF20A","KIF2C",0.973
"1927","KIF20A","KIF4A",0.992
"1928","KIF20A","RFC4",0.736
"1929","KIF20A","PTTG1",0.9
"1930","KIF20A","PRC1",0.937
"1931","KIF20A","TIMELESS",0.403
"1932","KIF20A","MCM3",0.654
"1933","KIF20A","UBE2T",0.687
"1934","KIF20A","UHRF1",0.764
"1935","KIF20A","TK1",0.791
"1936","KIF20A","PBK",0.955
"1937","KIF20A","NUSAP1",0.956
"1938","KIF20A","TOP2A",0.974
"1939","KIF2C","TRIP13",0.811
"1940","KIF2C","RAD51AP1",0.648
"1941","KIF2C","TROAP",0.833
"1942","KIF2C","MCM4",0.617
"1943","KIF2C","POLQ",0.474
"1944","KIF2C","MCM2",0.569
"1945","KIF2C","MAD2L1",0.927
"1946","KIF2C","MELK",0.935
"1947","KIF2C","PCLAF",0.766
"1948","KIF2C","TPX2",0.999
"1949","KIF2C","MCM7",0.666
"1950","KIF2C","TYMS",0.607
"1951","KIF2C","TACC3",0.825
"1952","KIF2C","LMNB2",0.449
"1953","KIF2C","UBE2C",0.954
"1954","KIF2C","TTK",0.955
"1955","KIF2C","STIL",0.581
"1956","KIF2C","RAD54L",0.691
"1957","KIF2C","TIMELESS",0.446
"1958","KIF2C","MCM3",0.545
"1959","KIF2C","TK1",0.562
"1960","KIF2C","MYC",0.581
"1961","KIF2C","UBE2T",0.583
"1962","KIF2C","UHRF1",0.65
"1963","KIF2C","RCC2",0.682
"1964","KIF2C","RFC4",0.733
"1965","KIF2C","PTTG1",0.875
"1966","KIF2C","PBK",0.909
"1967","KIF2C","TOP2A",0.937
"1968","KIF2C","NUSAP1",0.943
"1969","KIF2C","PRC1",0.944
"1970","KIF2C","KIF4A",0.947
"1971","KIF4A","TRIP13",0.76
"1972","KIF4A","RAD51AP1",0.795
"1973","KIF4A","TROAP",0.836
"1974","KIF4A","MCM4",0.57
"1975","KIF4A","POLQ",0.443
"1976","KIF4A","MCM2",0.497
"1977","KIF4A","MAD2L1",0.726
"1978","KIF4A","MELK",0.964
"1979","KIF4A","PCLAF",0.523
"1980","KIF4A","TPX2",0.965
"1981","KIF4A","MCM7",0.414
"1982","KIF4A","TYMS",0.494
"1983","KIF4A","TACC3",0.567
"1984","KIF4A","UBE2C",0.905
"1985","KIF4A","TTK",0.921
"1986","KIF4A","STIL",0.535
"1987","KIF4A","RAD54L",0.599
"1988","KIF4A","RFC4",0.481
"1989","KIF4A","MCM3",0.588
"1990","KIF4A","UHRF1",0.653
"1991","KIF4A","UBE2T",0.696
"1992","KIF4A","TK1",0.718
"1993","KIF4A","PTTG1",0.786
"1994","KIF4A","TOP2A",0.915
"1995","KIF4A","NUSAP1",0.924
"1996","KIF4A","PBK",0.938
"1997","KIF4A","PRC1",0.995
"1998","KLK10","PSAT1",0.405
"1999","KLK10","SERPINB5",0.501
"2000","KLK10","KLK11",0.825
"2001","LAPTM4B","SLC7A5",0.462
"2002","LMNB2","MCM4",0.551
"2003","LMNB2","MCM2",0.588
"2004","LMNB2","TPX2",0.524
"2005","LMNB2","MCM7",0.749
"2006","LMNB2","UHRF1",0.455
"2007","LMNB2","PRC1",0.476
"2008","LMNB2","TOP2A",0.527
"2009","LMNB2","PTTG1",0.566
"2010","LMNB2","MYC",0.71
"2011","LMNB2","MCM3",0.752
"2012","LRP8","PCSK9",0.559
"2013","LY6G6D","MSLN",0.4
"2014","LYAR","WDR12",0.582
"2015","LYAR","RPL29",0.812
"2016","LYAR","RRS1",0.919
"2017","LYAR","PUS1",0.489
"2018","LYAR","SRPK1",0.531
"2019","LYAR","POLR1C",0.603
"2020","LYAR","RPS7",0.819
"2021","LYAR","RPS21",0.863
"2022","LYAR","RPS15",0.911
"2023","MAD2L1","TRIP13",0.994
"2024","MAD2L1","RNASEH2A",0.464
"2025","MAD2L1","RAD51AP1",0.859
"2026","MAD2L1","MCM4",0.855
"2027","MAD2L1","MCM2",0.757
"2028","MAD2L1","RANBP1",0.418
"2029","MAD2L1","PAICS",0.426
"2030","MAD2L1","MYC",0.46
"2031","MAD2L1","UHRF1",0.521
"2032","MAD2L1","RAD54L",0.53
"2033","MAD2L1","PRKDC",0.548
"2034","MAD2L1","RCC2",0.603
"2035","MAD2L1","TK1",0.714
"2036","MAD2L1","PCLAF",0.774
"2037","MAD2L1","MCM3",0.793
"2038","MAD2L1","MCM7",0.797
"2039","MAD2L1","TACC3",0.8
"2040","MAD2L1","PRC1",0.802
"2041","MAD2L1","UBE2T",0.838
"2042","MAD2L1","NUSAP1",0.847
"2043","MAD2L1","TPX2",0.863
"2044","MAD2L1","TOP2A",0.89
"2045","MAD2L1","PTTG1",0.891
"2046","MAD2L1","TYMS",0.9
"2047","MAD2L1","UBE2C",0.929
"2048","MAD2L1","MELK",0.946
"2049","MAD2L1","RFC4",0.947
"2050","MAD2L1","PBK",0.952
"2051","MAD2L1","TTK",0.995
"2052","MCM2","TRIP13",0.446
"2053","MCM2","RNASEH2A",0.732
"2054","MCM2","RAD51AP1",0.493
"2055","MCM2","MCM4",0.999
"2056","MCM2","POLQ",0.461
"2057","MCM2","PCLAF",0.414
"2058","MCM2","RCC2",0.421
"2059","MCM2","UBE2T",0.444
"2060","MCM2","NUSAP1",0.495
"2061","MCM2","UBE2C",0.525
"2062","MCM2","TK1",0.528
"2063","MCM2","PBK",0.534
"2064","MCM2","UHRF1",0.551
"2065","MCM2","RAD54L",0.564
"2066","MCM2","TPX2",0.585
"2067","MCM2","MELK",0.601
"2068","MCM2","TTK",0.606
"2069","MCM2","TOP2A",0.689
"2070","MCM2","PRC1",0.708
"2071","MCM2","TYMS",0.813
"2072","MCM2","RFC4",0.877
"2073","MCM2","TIMELESS",0.998
"2074","MCM2","MCM3",0.999
"2075","MCM2","MCM7",0.999
"2076","MCM3","TRIP13",0.559
"2077","MCM3","RNASEH2A",0.736
"2078","MCM3","RAD51AP1",0.484
"2079","MCM3","MCM4",0.999
"2080","MCM3","MELK",0.681
"2081","MCM3","PCLAF",0.438
"2082","MCM3","MCM7",0.999
"2083","MCM3","PRKDC",0.456
"2084","MCM3","TYMS",0.704
"2085","MCM3","UBE2C",0.521
"2086","MCM3","TTK",0.59
"2087","MCM3","RAD54L",0.502
"2088","MCM3","TFDP1",0.417
"2089","MCM3","RCC2",0.424
"2090","MCM3","RFC4",0.971
"2091","MCM3","PTTG1",0.564
"2092","MCM3","PRC1",0.513
"2093","MCM3","PAICS",0.487
"2094","MCM3","TOP2A",0.753
"2095","MCM3","PUS7",0.428
"2096","MCM3","PBK",0.465
"2097","MCM3","TIMELESS",0.993
"2098","MCM3","TK1",0.685
"2099","MCM3","MYC",0.672
"2100","MCM3","UHRF1",0.655
"2101","MCM3","NUSAP1",0.472
"2102","MCM4","TRIP13",0.741
"2103","MCM4","RNASEH2A",0.671
"2104","MCM4","RAD51AP1",0.5
"2105","MCM4","STIL",0.403
"2106","MCM4","TFDP1",0.422
"2107","MCM4","TACC3",0.486
"2108","MCM4","UBE2T",0.486
"2109","MCM4","TK1",0.529
"2110","MCM4","RANBP1",0.531
"2111","MCM4","PAICS",0.554
"2112","MCM4","RAD54L",0.573
"2113","MCM4","PTTG1",0.575
"2114","MCM4","UHRF1",0.602
"2115","MCM4","PCLAF",0.603
"2116","MCM4","PBK",0.604
"2117","MCM4","MYC",0.651
"2118","MCM4","UBE2C",0.653
"2119","MCM4","NUSAP1",0.664
"2120","MCM4","MELK",0.686
"2121","MCM4","PRC1",0.703
"2122","MCM4","TTK",0.709
"2123","MCM4","TPX2",0.723
"2124","MCM4","TOP2A",0.814
"2125","MCM4","PRKDC",0.887
"2126","MCM4","RFC4",0.898
"2127","MCM4","TYMS",0.938
"2128","MCM4","TIMELESS",0.993
"2129","MCM4","MCM7",0.999
"2130","MCM7","TRIP13",0.799
"2131","MCM7","RNASEH2A",0.863
"2132","MCM7","WDR12",0.47
"2133","MCM7","MELK",0.401
"2134","MCM7","TPX2",0.66
"2135","MCM7","TFDP1",0.409
"2136","MCM7","UBE2T",0.413
"2137","MCM7","TTK",0.422
"2138","MCM7","TRIM29",0.43
"2139","MCM7","PBK",0.432
"2140","MCM7","RAD54L",0.456
"2141","MCM7","TK1",0.5
"2142","MCM7","NUSAP1",0.504
"2143","MCM7","UHRF1",0.525
"2144","MCM7","TACC3",0.584
"2145","MCM7","PRC1",0.644
"2146","MCM7","MYC",0.684
"2147","MCM7","UBE2C",0.695
"2148","MCM7","TOP2A",0.706
"2149","MCM7","TYMS",0.734
"2150","MCM7","RFC4",0.906
"2151","MCM7","TIMELESS",0.996
"2152","MELK","TRIP13",0.906
"2153","MELK","RAD51AP1",0.887
"2154","MELK","TROAP",0.719
"2155","MELK","POLQ",0.499
"2156","MELK","SRPK1",0.402
"2157","MELK","TIMELESS",0.508
"2158","MELK","UHRF1",0.597
"2159","MELK","RFC4",0.649
"2160","MELK","RAD54L",0.649
"2161","MELK","UBE2T",0.706
"2162","MELK","TACC3",0.721
"2163","MELK","TYMS",0.737
"2164","MELK","TK1",0.792
"2165","MELK","STIL",0.819
"2166","MELK","PCLAF",0.871
"2167","MELK","PTTG1",0.874
"2168","MELK","PRC1",0.893
"2169","MELK","NUSAP1",0.93
"2170","MELK","TTK",0.931
"2171","MELK","UBE2C",0.948
"2172","MELK","TOP2A",0.955
"2173","MELK","TPX2",0.958
"2174","MELK","PBK",0.963
"2175","MET","MMP7",0.413
"2176","MET","SLCO1B3",0.402
"2177","MET","PCSK9",0.459
"2178","MET","MSLN",0.418
"2179","MET","SERPINB5",0.42
"2180","MET","MYC",0.672
"2181","MET","PLAU",0.765
"2182","MLXIPL","MYC",0.404
"2183","MLXIPL","SCD",0.732
"2184","MMP1","MMP11",0.772
"2185","MMP1","TCN1",0.439
"2186","MMP1","MMP7",0.878
"2187","MMP1","MMP10",0.789
"2188","MMP1","MMP3",0.985
"2189","MMP1","TYMS",0.42
"2190","MMP1","MYC",0.434
"2191","MMP1","MMP12",0.625
"2192","MMP1","PLAU",0.852
"2193","MMP10","MMP11",0.78
"2194","MMP10","TCN1",0.526
"2195","MMP10","MMP7",0.85
"2196","MMP10","PLAU",0.615
"2197","MMP10","MMP3",0.973
"2198","MMP11","MMP7",0.75
"2199","MMP12","MMP7",0.737
"2200","MMP12","MMP3",0.764
"2201","MMP12","PLAU",0.508
"2202","MMP3","SOX9",0.592
"2203","MMP3","MMP7",0.787
"2204","MMP3","MYC",0.623
"2205","MMP3","PLAU",0.764
"2206","MMP7","SOX9",0.405
"2207","MMP7","TCN1",0.632
"2208","MMP7","MSLN",0.404
"2209","MMP7","MYC",0.639
"2210","MMP7","PLAU",0.746
"2211","MSX1","SOX9",0.631
"2212","MTHFD1L","PPAT",0.845
"2213","MTHFD1L","TYMS",0.757
"2214","MTHFD1L","SHMT2",0.995
"2215","MTHFD1L","PSAT1",0.774
"2216","MTHFD1L","MTHFD2",0.99
"2217","MTHFD1L","PAICS",0.842
"2218","MTHFD2","RNASEH2A",0.422
"2219","MTHFD2","SLC7A5",0.561
"2220","MTHFD2","PPAT",0.726
"2221","MTHFD2","TYMS",0.994
"2222","MTHFD2","SHMT2",0.997
"2223","MTHFD2","TTF2",0.453
"2224","MTHFD2","SRPK1",0.42
"2225","MTHFD2","PSAT1",0.763
"2226","MTHFD2","PTTG1",0.452
"2227","MTHFD2","MYC",0.476
"2228","MTHFD2","TRIB3",0.492
"2229","MTHFD2","PAICS",0.62
"2230","MYC","PLEK2",0.48
"2231","MYC","SALL4",0.535
"2232","MYC","TMEM97",0.622
"2233","MYC","ODC1",0.771
"2234","MYC","SOX4",0.722
"2235","MYC","SOX9",0.59
"2236","MYC","SLC7A5",0.515
"2237","MYC","TPX2",0.456
"2238","MYC","PRKDC",0.731
"2239","MYC","TYMS",0.459
"2240","MYC","RRS1",0.428
"2241","MYC","SHMT2",0.479
"2242","MYC","UBE2C",0.43
"2243","MYC","TEAD4",0.449
"2244","MYC","PLAU",0.708
"2245","MYC","PPA1",0.442
"2246","MYC","TFDP1",0.776
"2247","MYC","PSAT1",0.429
"2248","MYC","RFC4",0.451
"2249","MYC","PTTG1",0.45
"2250","MYC","PAICS",0.567
"2251","MYC","TOP2A",0.577
"2252","MYC","TRIB3",0.487
"2253","MYC","SLC2A1",0.7
"2254","MYC","PBK",0.405
"2255","MYC","RNF43",0.4
"2256","MYC","TK1",0.433
"2257","MYC","UHRF1",0.459
"2258","NKD1","RNF43",0.642
"2259","NKD1","NKD2",0.915
"2260","NMU","NPY",0.8
"2261","NUSAP1","TRIP13",0.744
"2262","NUSAP1","RAD51AP1",0.758
"2263","NUSAP1","TROAP",0.629
"2264","NUSAP1","S100P",0.428
"2265","NUSAP1","PCLAF",0.914
"2266","NUSAP1","TPX2",0.964
"2267","NUSAP1","TYMS",0.905
"2268","NUSAP1","TACC3",0.687
"2269","NUSAP1","UBE2C",0.964
"2270","NUSAP1","TTK",0.926
